"GEO_ID","NAME","P1_001N","P1_001NA","P1_002N","P1_002NA","P1_003N","P1_003NA","P1_004N","P1_004NA","P1_005N","P1_005NA","P1_006N","P1_006NA","P1_007N","P1_007NA","P1_008N","P1_008NA","P1_009N","P1_009NA","P1_010N","P1_010NA","P1_011N","P1_011NA","P1_012N","P1_012NA","P1_013N","P1_013NA","P1_014N","P1_014NA","P1_015N","P1_015NA","P1_016N","P1_016NA","P1_017N","P1_017NA","P1_018N","P1_018NA","P1_019N","P1_019NA","P1_020N","P1_020NA","P1_021N","P1_021NA","P1_022N","P1_022NA","P1_023N","P1_023NA","P1_024N","P1_024NA","P1_025N","P1_025NA","P1_026N","P1_026NA","P1_027N","P1_027NA","P1_028N","P1_028NA","P1_029N","P1_029NA","P1_030N","P1_030NA","P1_031N","P1_031NA","P1_032N","P1_032NA","P1_033N","P1_033NA","P1_034N","P1_034NA","P1_035N","P1_035NA","P1_036N","P1_036NA","P1_037N","P1_037NA","P1_038N","P1_038NA","P1_039N","P1_039NA","P1_040N","P1_040NA","P1_041N","P1_041NA","P1_042N","P1_042NA","P1_043N","P1_043NA","P1_044N","P1_044NA","P1_045N","P1_045NA","P1_046N","P1_046NA","P1_047N","P1_047NA","P1_048N","P1_048NA","P1_049N","P1_049NA","P1_050N","P1_050NA","P1_051N","P1_051NA","P1_052N","P1_052NA","P1_053N","P1_053NA","P1_054N","P1_054NA","P1_055N","P1_055NA","P1_056N","P1_056NA","P1_057N","P1_057NA","P1_058N","P1_058NA","P1_059N","P1_059NA","P1_060N","P1_060NA","P1_061N","P1_061NA","P1_062N","P1_062NA","P1_063N","P1_063NA","P1_064N","P1_064NA","P1_065N","P1_065NA","P1_066N","P1_066NA","P1_067N","P1_067NA","P1_068N","P1_068NA","P1_069N","P1_069NA","P1_070N","P1_070NA","P1_071N","P1_071NA",
"1400000US25025000804","Census Tract 8.04, Suffolk County, Massachusetts","3813","null","3386","null","1751","null","232","null","35","null","829","null","4","null","535","null","427","null","383","null","21","null","13","null","48","null","0","null","229","null","4","null","0","null","0","null","54","null","0","null","0","null","2","null","3","null","9","null","0","null","40","null","7","null","2","null","0","null","8","null","1","null","0","null","15","null","0","null","3","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","4","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025000805","Census Tract 8.05, Suffolk County, Massachusetts","4616","null","4253","null","2290","null","191","null","4","null","1441","null","2","null","325","null","363","null","336","null","45","null","5","null","72","null","0","null","173","null","2","null","6","null","0","null","18","null","0","null","0","null","0","null","1","null","12","null","2","null","25","null","9","null","3","null","0","null","7","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025000806","Census Tract 8.06, Suffolk County, Massachusetts","1972","null","1747","null","1012","null","157","null","1","null","532","null","4","null","41","null","225","null","216","null","24","null","5","null","47","null","3","null","116","null","2","null","2","null","1","null","6","null","0","null","0","null","2","null","2","null","6","null","0","null","7","null","0","null","0","null","0","null","3","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025000807","Census Tract 8.07, Suffolk County, Massachusetts","2282","null","2124","null","1293","null","220","null","0","null","521","null","10","null","80","null","158","null","151","null","11","null","0","null","92","null","0","null","37","null","9","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025010103","Census Tract 101.03, Suffolk County, Massachusetts","4697","null","4503","null","2840","null","356","null","13","null","942","null","4","null","348","null","194","null","193","null","65","null","1","null","87","null","0","null","37","null","0","null","0","null","0","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025010104","Census Tract 101.04, Suffolk County, Massachusetts","5063","null","4730","null","3398","null","185","null","19","null","966","null","2","null","160","null","333","null","314","null","27","null","2","null","123","null","0","null","142","null","1","null","12","null","0","null","4","null","1","null","0","null","1","null","1","null","0","null","0","null","15","null","7","null","0","null","0","null","3","null","1","null","0","null","3","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","1","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025010204","Census Tract 102.04, Suffolk County, Massachusetts","3443","null","3184","null","1812","null","175","null","2","null","1097","null","12","null","86","null","259","null","247","null","18","null","4","null","111","null","0","null","82","null","0","null","9","null","0","null","17","null","0","null","0","null","0","null","6","null","0","null","0","null","9","null","4","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025010205","Census Tract 102.05, Suffolk County, Massachusetts","4906","null","4502","null","2423","null","231","null","7","null","1667","null","0","null","174","null","404","null","378","null","31","null","14","null","98","null","0","null","197","null","3","null","3","null","0","null","23","null","0","null","0","null","0","null","1","null","6","null","2","null","23","null","1","null","0","null","0","null","4","null","0","null","0","null","10","null","4","null","3","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025010206","Census Tract 102.06, Suffolk County, Massachusetts","2154","null","1978","null","1108","null","58","null","0","null","751","null","0","null","61","null","176","null","155","null","9","null","2","null","35","null","1","null","91","null","3","null","2","null","0","null","9","null","0","null","0","null","0","null","0","null","2","null","1","null","19","null","5","null","2","null","0","null","6","null","1","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025010300","Census Tract 103, Suffolk County, Massachusetts","5186","null","4904","null","3712","null","349","null","11","null","613","null","4","null","215","null","282","null","262","null","40","null","22","null","59","null","0","null","109","null","0","null","5","null","0","null","24","null","0","null","0","null","0","null","0","null","3","null","0","null","17","null","2","null","3","null","0","null","9","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
