GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMPWE001,AMPWE002,AMPWE003,AMPWE004,AMPWE005,AMPWE006,AMPWE007,AMPWE008,AMPWE009,AMPWE010,NAME_M,AMPWM001,AMPWM002,AMPWM003,AMPWM004,AMPWM005,AMPWM006,AMPWM007,AMPWM008,AMPWM009,AMPWM010
"G25001703131022","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"313102","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173131022",,,"Block Group 2, Census Tract 3131.02, Middlesex County, Massachusetts",1119,637,0,0,410,0,22,50,0,50,"Block Group 2, Census Tract 3131.02, Middlesex County, Massachusetts",558,292,13,13,450,13,35,68,13,68
"G25001703131023","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"313102","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173131023",,,"Block Group 3, Census Tract 3131.02, Middlesex County, Massachusetts",1869,1624,0,0,162,0,49,34,0,34,"Block Group 3, Census Tract 3131.02, Middlesex County, Massachusetts",459,425,13,13,148,13,78,55,13,55
"G25001703131024","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"313102","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173131024",,,"Block Group 4, Census Tract 3131.02, Middlesex County, Massachusetts",1310,1265,0,0,45,0,0,0,0,0,"Block Group 4, Census Tract 3131.02, Middlesex County, Massachusetts",470,443,13,13,66,13,13,13,13,13
"G25001703141011","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314101","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173141011",,,"Block Group 1, Census Tract 3141.01, Middlesex County, Massachusetts",2038,1729,74,0,44,0,0,191,0,191,"Block Group 1, Census Tract 3141.01, Middlesex County, Massachusetts",624,437,114,13,75,13,13,290,13,290
"G25001703141012","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314101","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173141012",,,"Block Group 2, Census Tract 3141.01, Middlesex County, Massachusetts",2036,1837,54,0,0,0,41,104,104,0,"Block Group 2, Census Tract 3141.01, Middlesex County, Massachusetts",594,520,91,13,13,13,50,166,166,13
"G25001703141013","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314101","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173141013",,,"Block Group 3, Census Tract 3141.01, Middlesex County, Massachusetts",2880,2277,232,0,173,31,0,167,0,167,"Block Group 3, Census Tract 3141.01, Middlesex County, Massachusetts",529,517,221,13,169,47,13,169,13,169
"G25001703141021","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314102","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173141021",,,"Block Group 1, Census Tract 3141.02, Middlesex County, Massachusetts",1457,1045,347,0,17,0,0,48,0,48,"Block Group 1, Census Tract 3141.02, Middlesex County, Massachusetts",503,364,349,13,28,13,13,58,13,58
"G25001703141022","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314102","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173141022",,,"Block Group 2, Census Tract 3141.02, Middlesex County, Massachusetts",1645,1539,29,0,63,0,0,14,0,14,"Block Group 2, Census Tract 3141.02, Middlesex County, Massachusetts",414,402,49,13,80,13,13,24,13,24
"G25001703141023","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314102","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173141023",,,"Block Group 3, Census Tract 3141.02, Middlesex County, Massachusetts",1169,1109,0,0,60,0,0,0,0,0,"Block Group 3, Census Tract 3141.02, Middlesex County, Massachusetts",340,320,13,13,161,13,13,13,13,13
"G25001703141024","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314102","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173141024",,,"Block Group 4, Census Tract 3141.02, Middlesex County, Massachusetts",1504,1504,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 3141.02, Middlesex County, Massachusetts",499,499,13,13,13,13,13,13,13,13
"G25001703141025","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314102","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173141025",,,"Block Group 5, Census Tract 3141.02, Middlesex County, Massachusetts",1813,1558,0,0,255,0,0,0,0,0,"Block Group 5, Census Tract 3141.02, Middlesex County, Massachusetts",898,871,13,13,240,13,13,13,13,13
"G25001703142001","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314200","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173142001",,,"Block Group 1, Census Tract 3142, Middlesex County, Massachusetts",956,658,160,0,137,0,1,0,0,0,"Block Group 1, Census Tract 3142, Middlesex County, Massachusetts",279,220,230,13,211,13,2,13,13,13
"G25001703142002","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314200","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173142002",,,"Block Group 2, Census Tract 3142, Middlesex County, Massachusetts",1854,1834,20,0,0,0,0,0,0,0,"Block Group 2, Census Tract 3142, Middlesex County, Massachusetts",643,644,32,13,13,13,13,13,13,13
"G25001703142003","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314200","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173142003",,,"Block Group 3, Census Tract 3142, Middlesex County, Massachusetts",2313,2045,147,0,121,0,0,0,0,0,"Block Group 3, Census Tract 3142, Middlesex County, Massachusetts",742,686,209,13,137,13,13,13,13,13
"G25001703143011","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314301","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173143011",,,"Block Group 1, Census Tract 3143.01, Middlesex County, Massachusetts",1835,1549,16,0,82,0,0,188,77,111,"Block Group 1, Census Tract 3143.01, Middlesex County, Massachusetts",414,426,22,13,80,13,13,202,116,154
"G25001703143012","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314301","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173143012",,,"Block Group 2, Census Tract 3143.01, Middlesex County, Massachusetts",513,329,87,0,70,0,27,0,0,0,"Block Group 2, Census Tract 3143.01, Middlesex County, Massachusetts",247,156,107,13,155,13,43,13,13,13
"G25001703143013","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314301","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173143013",,,"Block Group 3, Census Tract 3143.01, Middlesex County, Massachusetts",2330,2095,1,0,60,0,1,173,120,53,"Block Group 3, Census Tract 3143.01, Middlesex County, Massachusetts",550,515,4,13,70,13,2,152,151,63
"G25001703143014","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314301","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173143014",,,"Block Group 4, Census Tract 3143.01, Middlesex County, Massachusetts",1700,1423,23,0,47,0,156,51,51,0,"Block Group 4, Census Tract 3143.01, Middlesex County, Massachusetts",458,392,33,13,77,13,204,65,65,13
"G25001703143015","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314301","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173143015",,,"Block Group 5, Census Tract 3143.01, Middlesex County, Massachusetts",2180,1981,49,0,0,0,77,73,73,0,"Block Group 5, Census Tract 3143.01, Middlesex County, Massachusetts",722,731,76,13,13,13,93,79,79,13
"G25001703143021","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314302","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173143021",,,"Block Group 1, Census Tract 3143.02, Middlesex County, Massachusetts",1577,1545,16,0,7,0,0,9,0,9,"Block Group 1, Census Tract 3143.02, Middlesex County, Massachusetts",250,245,23,13,10,13,13,15,13,15
"G25001703143022","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"314302","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173143022",,,"Block Group 2, Census Tract 3143.02, Middlesex County, Massachusetts",1658,1568,0,0,37,0,0,53,47,6,"Block Group 2, Census Tract 3143.02, Middlesex County, Massachusetts",295,304,13,13,37,13,13,54,53,7
"G25001703151001","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"315100","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173151001",,,"Block Group 1, Census Tract 3151, Middlesex County, Massachusetts",2799,2648,8,0,123,0,0,20,20,0,"Block Group 1, Census Tract 3151, Middlesex County, Massachusetts",420,400,15,13,97,13,13,23,23,13
"G25001703151002","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"315100","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173151002",,,"Block Group 2, Census Tract 3151, Middlesex County, Massachusetts",3325,2949,221,0,52,0,100,3,0,3,"Block Group 2, Census Tract 3151, Middlesex County, Massachusetts",835,852,229,13,54,13,111,5,13,5
"G25001703152001","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"315200","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173152001",,,"Block Group 1, Census Tract 3152, Middlesex County, Massachusetts",2138,1689,251,0,138,0,0,60,0,60,"Block Group 1, Census Tract 3152, Middlesex County, Massachusetts",629,559,371,13,178,13,13,89,13,89
"G25001703152002","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"315200","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173152002",,,"Block Group 2, Census Tract 3152, Middlesex County, Massachusetts",3355,2827,140,0,150,0,0,238,0,238,"Block Group 2, Census Tract 3152, Middlesex County, Massachusetts",641,600,135,13,172,13,13,224,13,224
"G25001703152003","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"315200","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173152003",,,"Block Group 3, Census Tract 3152, Middlesex County, Massachusetts",1080,977,0,0,15,0,18,70,0,70,"Block Group 3, Census Tract 3152, Middlesex County, Massachusetts",299,267,13,13,26,13,30,82,13,82
"G25001703152004","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"315200","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173152004",,,"Block Group 4, Census Tract 3152, Middlesex County, Massachusetts",1987,1881,19,0,52,0,0,35,35,0,"Block Group 4, Census Tract 3152, Middlesex County, Massachusetts",599,592,31,13,80,13,13,55,55,13
"G25001703154011","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"315401","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173154011",,,"Block Group 1, Census Tract 3154.01, Middlesex County, Massachusetts",2441,2365,0,0,72,0,4,0,0,0,"Block Group 1, Census Tract 3154.01, Middlesex County, Massachusetts",820,830,13,13,90,13,7,13,13,13
"G25001703154012","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"315401","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173154012",,,"Block Group 2, Census Tract 3154.01, Middlesex County, Massachusetts",1562,1368,65,0,114,0,15,0,0,0,"Block Group 2, Census Tract 3154.01, Middlesex County, Massachusetts",344,300,82,13,99,13,25,13,13,13
"G25001703154021","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"315402","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173154021",,,"Block Group 1, Census Tract 3154.02, Middlesex County, Massachusetts",1358,1228,19,9,74,0,0,28,11,17,"Block Group 1, Census Tract 3154.02, Middlesex County, Massachusetts",259,262,21,13,64,13,13,33,20,26
"G25001703154022","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"315402","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173154022",,,"Block Group 2, Census Tract 3154.02, Middlesex County, Massachusetts",1946,1924,0,0,22,0,0,0,0,0,"Block Group 2, Census Tract 3154.02, Middlesex County, Massachusetts",285,282,13,13,29,13,13,13,13,13
"G25001703154031","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"315403","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173154031",,,"Block Group 1, Census Tract 3154.03, Middlesex County, Massachusetts",728,665,41,0,22,0,0,0,0,0,"Block Group 1, Census Tract 3154.03, Middlesex County, Massachusetts",129,143,58,13,34,13,13,13,13,13
"G25001703154032","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"315403","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173154032",,,"Block Group 2, Census Tract 3154.03, Middlesex County, Massachusetts",797,783,0,0,10,0,0,4,0,4,"Block Group 2, Census Tract 3154.03, Middlesex County, Massachusetts",147,148,13,13,16,13,13,6,13,6
"G25001703155001","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"315500","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173155001",,,"Block Group 1, Census Tract 3155, Middlesex County, Massachusetts",1412,1169,173,0,21,0,1,48,0,48,"Block Group 1, Census Tract 3155, Middlesex County, Massachusetts",420,397,189,13,32,13,5,80,13,80
"G25001703155002","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"315500","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173155002",,,"Block Group 2, Census Tract 3155, Middlesex County, Massachusetts",1122,1079,43,0,0,0,0,0,0,0,"Block Group 2, Census Tract 3155, Middlesex County, Massachusetts",357,360,72,13,13,13,13,13,13,13
"G25001703155003","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"315500","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173155003",,,"Block Group 3, Census Tract 3155, Middlesex County, Massachusetts",780,780,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 3155, Middlesex County, Massachusetts",362,362,13,13,13,13,13,13,13,13
"G25001703155004","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"315500","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173155004",,,"Block Group 4, Census Tract 3155, Middlesex County, Massachusetts",1717,1613,0,0,0,0,58,46,0,46,"Block Group 4, Census Tract 3155, Middlesex County, Massachusetts",439,439,13,13,13,13,93,78,13,78
"G25001703155005","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"315500","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173155005",,,"Block Group 5, Census Tract 3155, Middlesex County, Massachusetts",2607,2570,31,0,0,0,0,6,0,6,"Block Group 5, Census Tract 3155, Middlesex County, Massachusetts",526,538,49,13,13,13,13,11,13,11
"G25001703161011","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316101","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173161011",,,"Block Group 1, Census Tract 3161.01, Middlesex County, Massachusetts",1566,1550,16,0,0,0,0,0,0,0,"Block Group 1, Census Tract 3161.01, Middlesex County, Massachusetts",258,260,19,13,13,13,13,13,13,13
"G25001703161012","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316101","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173161012",,,"Block Group 2, Census Tract 3161.01, Middlesex County, Massachusetts",1292,1077,44,0,109,0,62,0,0,0,"Block Group 2, Census Tract 3161.01, Middlesex County, Massachusetts",258,231,65,13,99,13,94,13,13,13
"G25001703161013","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316101","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173161013",,,"Block Group 3, Census Tract 3161.01, Middlesex County, Massachusetts",1955,1737,85,0,41,0,20,72,19,53,"Block Group 3, Census Tract 3161.01, Middlesex County, Massachusetts",312,306,117,13,64,13,24,72,38,58
"G25001703161021","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316102","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173161021",,,"Block Group 1, Census Tract 3161.02, Middlesex County, Massachusetts",1516,1487,15,0,0,14,0,0,0,0,"Block Group 1, Census Tract 3161.02, Middlesex County, Massachusetts",365,366,28,13,13,21,13,13,13,13
"G25001703161022","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316102","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173161022",,,"Block Group 2, Census Tract 3161.02, Middlesex County, Massachusetts",2670,2305,129,0,194,0,42,0,0,0,"Block Group 2, Census Tract 3161.02, Middlesex County, Massachusetts",566,552,175,13,191,13,72,13,13,13
"G25001703161023","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316102","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173161023",,,"Block Group 3, Census Tract 3161.02, Middlesex County, Massachusetts",1400,1347,0,0,53,0,0,0,0,0,"Block Group 3, Census Tract 3161.02, Middlesex County, Massachusetts",765,768,13,13,57,13,13,13,13,13
"G25001703161024","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316102","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173161024",,,"Block Group 4, Census Tract 3161.02, Middlesex County, Massachusetts",1393,1258,0,0,135,0,0,0,0,0,"Block Group 4, Census Tract 3161.02, Middlesex County, Massachusetts",634,609,13,13,177,13,13,13,13,13
"G25001703162011","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316201","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173162011",,,"Block Group 1, Census Tract 3162.01, Middlesex County, Massachusetts",1299,1236,0,0,63,0,0,0,0,0,"Block Group 1, Census Tract 3162.01, Middlesex County, Massachusetts",411,414,13,13,75,13,13,13,13,13
"G25001703162012","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316201","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173162012",,,"Block Group 2, Census Tract 3162.01, Middlesex County, Massachusetts",2280,2136,113,0,23,0,8,0,0,0,"Block Group 2, Census Tract 3162.01, Middlesex County, Massachusetts",556,530,180,13,28,13,12,13,13,13
"G25001703162013","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316201","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173162013",,,"Block Group 3, Census Tract 3162.01, Middlesex County, Massachusetts",1272,1199,0,0,15,33,0,25,5,20,"Block Group 3, Census Tract 3162.01, Middlesex County, Massachusetts",529,526,13,13,19,54,13,40,8,33
"G25001703162021","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316202","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173162021",,,"Block Group 1, Census Tract 3162.02, Middlesex County, Massachusetts",1137,892,21,0,142,0,9,73,0,73,"Block Group 1, Census Tract 3162.02, Middlesex County, Massachusetts",248,216,25,13,95,13,14,73,13,73
"G25001703162022","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316202","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173162022",,,"Block Group 2, Census Tract 3162.02, Middlesex County, Massachusetts",1868,1613,58,0,127,0,0,70,13,57,"Block Group 2, Census Tract 3162.02, Middlesex County, Massachusetts",301,266,76,13,102,13,13,57,21,53
"G25001703162023","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316202","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173162023",,,"Block Group 3, Census Tract 3162.02, Middlesex County, Massachusetts",922,617,18,0,240,0,0,47,0,47,"Block Group 3, Census Tract 3162.02, Middlesex County, Massachusetts",213,195,21,13,162,13,13,44,13,44
"G25001703163001","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316300","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173163001",,,"Block Group 1, Census Tract 3163, Middlesex County, Massachusetts",3731,1898,673,21,815,0,109,215,215,0,"Block Group 1, Census Tract 3163, Middlesex County, Massachusetts",765,535,473,31,459,13,130,334,334,13
"G25001703163002","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316300","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173163002",,,"Block Group 2, Census Tract 3163, Middlesex County, Massachusetts",1030,947,0,0,0,0,0,83,47,36,"Block Group 2, Census Tract 3163, Middlesex County, Massachusetts",443,427,13,13,13,13,13,96,76,57
"G25001703163003","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316300","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173163003",,,"Block Group 3, Census Tract 3163, Middlesex County, Massachusetts",1462,1396,0,0,18,0,48,0,0,0,"Block Group 3, Census Tract 3163, Middlesex County, Massachusetts",621,599,13,13,36,13,76,13,13,13
"G25001703163004","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316300","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173163004",,,"Block Group 4, Census Tract 3163, Middlesex County, Massachusetts",2348,1925,60,0,187,0,0,176,176,0,"Block Group 4, Census Tract 3163, Middlesex County, Massachusetts",684,575,96,13,297,13,13,283,283,13
"G25001703163005","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316300","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173163005",,,"Block Group 5, Census Tract 3163, Middlesex County, Massachusetts",1094,825,0,0,245,0,24,0,0,0,"Block Group 5, Census Tract 3163, Middlesex County, Massachusetts",359,270,13,13,250,13,39,13,13,13
"G25001703164001","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316400","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173164001",,,"Block Group 1, Census Tract 3164, Middlesex County, Massachusetts",957,803,0,0,27,0,0,127,0,127,"Block Group 1, Census Tract 3164, Middlesex County, Massachusetts",273,250,13,13,36,13,13,171,13,171
"G25001703164002","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316400","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173164002",,,"Block Group 2, Census Tract 3164, Middlesex County, Massachusetts",921,775,102,0,18,0,0,26,0,26,"Block Group 2, Census Tract 3164, Middlesex County, Massachusetts",328,293,160,13,31,13,13,42,13,42
"G25001703164003","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316400","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173164003",,,"Block Group 3, Census Tract 3164, Middlesex County, Massachusetts",1037,801,15,0,164,0,24,33,33,0,"Block Group 3, Census Tract 3164, Middlesex County, Massachusetts",252,213,22,13,112,13,27,52,52,13
"G25001703164004","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316400","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173164004",,,"Block Group 4, Census Tract 3164, Middlesex County, Massachusetts",1715,1531,0,0,19,0,165,0,0,0,"Block Group 4, Census Tract 3164, Middlesex County, Massachusetts",374,327,13,13,30,13,235,13,13,13
"G25001703164005","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316400","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173164005",,,"Block Group 5, Census Tract 3164, Middlesex County, Massachusetts",1566,1417,9,0,107,0,0,33,0,33,"Block Group 5, Census Tract 3164, Middlesex County, Massachusetts",465,458,23,13,123,13,13,32,13,32
"G25001703164006","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316400","6",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173164006",,,"Block Group 6, Census Tract 3164, Middlesex County, Massachusetts",966,426,267,0,10,0,197,66,22,44,"Block Group 6, Census Tract 3164, Middlesex County, Massachusetts",182,107,85,13,19,13,60,66,28,43
"G25001703165001","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316500","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173165001",,,"Block Group 1, Census Tract 3165, Middlesex County, Massachusetts",1780,1466,0,0,15,0,219,80,5,75,"Block Group 1, Census Tract 3165, Middlesex County, Massachusetts",514,403,13,13,24,13,344,103,8,103
"G25001703165002","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316500","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173165002",,,"Block Group 2, Census Tract 3165, Middlesex County, Massachusetts",504,435,0,0,69,0,0,0,0,0,"Block Group 2, Census Tract 3165, Middlesex County, Massachusetts",178,170,13,13,108,13,13,13,13,13
"G25001703165003","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316500","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173165003",,,"Block Group 3, Census Tract 3165, Middlesex County, Massachusetts",1478,1040,0,0,213,0,143,82,13,69,"Block Group 3, Census Tract 3165, Middlesex County, Massachusetts",609,476,13,13,144,13,133,97,23,96
"G25001703165004","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316500","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173165004",,,"Block Group 4, Census Tract 3165, Middlesex County, Massachusetts",1144,714,162,0,8,0,260,0,0,0,"Block Group 4, Census Tract 3165, Middlesex County, Massachusetts",360,278,191,13,17,13,298,13,13,13
"G25001703165005","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"316500","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173165005",,,"Block Group 5, Census Tract 3165, Middlesex County, Massachusetts",971,493,388,0,70,0,0,20,0,20,"Block Group 5, Census Tract 3165, Middlesex County, Massachusetts",503,260,471,13,72,13,13,34,13,34
"G25001703171011","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"317101","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173171011",,,"Block Group 1, Census Tract 3171.01, Middlesex County, Massachusetts",1796,1604,0,4,89,0,0,99,70,29,"Block Group 1, Census Tract 3171.01, Middlesex County, Massachusetts",628,604,13,7,88,13,13,122,111,50
"G25001703171012","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"317101","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173171012",,,"Block Group 2, Census Tract 3171.01, Middlesex County, Massachusetts",1889,1540,11,0,287,0,0,51,35,16,"Block Group 2, Census Tract 3171.01, Middlesex County, Massachusetts",415,374,19,13,194,13,13,65,59,28
"G25001703171013","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"317101","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173171013",,,"Block Group 3, Census Tract 3171.01, Middlesex County, Massachusetts",1691,1296,0,0,347,0,48,0,0,0,"Block Group 3, Census Tract 3171.01, Middlesex County, Massachusetts",411,361,13,13,218,13,79,13,13,13
"G25001703171014","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"317101","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173171014",,,"Block Group 4, Census Tract 3171.01, Middlesex County, Massachusetts",1246,1219,0,0,0,0,0,27,0,27,"Block Group 4, Census Tract 3171.01, Middlesex County, Massachusetts",318,314,13,13,13,13,13,43,13,43
"G25001703171021","2016-2020","MA",,,"Massachusetts","25","Middlesex County","017",,,"317102","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250173171021",,,"Block Group 1, Census Tract 3171.02, Middlesex County, Massachusetts",1433,1291,123,0,10,0,0,9,0,9,"Block Group 1, Census Tract 3171.02, Middlesex County, Massachusetts",213,212,122,13,18,13,13,16,13,16
